u_g,g_r,r_i,i_z
1.398500000000002075e+00,5.753669999999999618e-01,2.116089999999992699e-01,8.232100000000031059e-02
2.185380999999999574e+00,8.344550000000019452e-01,3.473629999999978679e-01,2.839700000000000557e-01
1.083843000000001666e+00,5.345140000000014879e-01,2.582609999999974093e-01,1.098719999999993036e-01
9.189290000000021053e-01,3.046509999999997831e-01,1.520979999999987342e-01,-4.215999999999553438e-03
1.057507000000001085e+00,4.809090000000004750e-01,1.288180000000025416e-01,8.277899999999860370e-02
1.286044999999997884e+00,5.206049999999997624e-01,1.773620000000004637e-01,8.511500000000005173e-02
1.449389000000000038e+00,5.393329999999991742e-01,1.888520000000006860e-01,1.025540000000013663e-01
1.064706000000001040e+00,4.480380000000003804e-01,1.676739999999998787e-01,2.049299999999831812e-02
1.001126999999996769e+00,4.260620000000017171e-01,1.769829999999998904e-01,4.681000000000068439e-02
8.204420000000034463e-01,2.983879999999992094e-01,1.069160000000017874e-01,-1.632700000000397722e-02
1.532071000000001959e+00,6.591620000000020241e-01,2.209909999999979391e-01,1.298789999999989675e-01
1.417213000000002054e+00,5.170209999999979544e-01,1.586020000000019081e-01,4.332000000001556828e-03
8.557390000000015817e-01,2.831760000000009825e-01,9.338499999999783086e-02,3.422199999999975262e-02
3.907899999999990825e-01,8.420400000000327623e-02,-8.743500000000281602e-02,1.387500000000017053e-01
1.550289999999989732e-01,1.496729999999999450e-01,2.446079999999994925e-01,2.120800000000144792e-02
2.585613000000002160e+00,1.350913999999999504e+00,5.302250000000015007e-01,3.195100000000010709e-01
1.981304000000001508e+00,7.819159999999989452e-01,3.403430000000007283e-01,2.223790000000001044e-01
2.532231999999996930e+00,1.033114000000002974e+00,4.190820000000012868e-01,2.391899999999989035e-01
1.054187999999999903e+00,1.565339999999970644e-01,2.465609999999998081e-01,5.691600000000107684e-02
9.611510000000009768e-01,1.526360000000011041e-01,1.491199999999999193e-01,1.128730000000004452e-01
1.879774999999998641e+00,7.853130000000021482e-01,2.323509999999977538e-01,1.285430000000022943e-01
1.455058999999998548e+00,5.227489999999974657e-01,1.530280000000026064e-01,1.365219999999993661e-01
2.492848999999999648e+00,1.317420999999999509e+00,6.655829999999998137e-01,4.407830000000014792e-01
1.210013000000003558e+00,4.760719999999984964e-01,1.544209999999992533e-01,7.782300000000219597e-02
1.357102000000001141e+00,5.364959999999978635e-01,1.807229999999986347e-01,5.214200000000168700e-02
1.309498000000001383e+00,4.123179999999990741e-01,1.337830000000010955e-01,6.663499999999800139e-02
9.879909999999973991e-01,3.953650000000017428e-01,1.639380000000016935e-01,7.264099999999729107e-02
1.654272000000002407e+00,5.873279999999994061e-01,2.127119999999997901e-01,1.239729999999994448e-01
1.053081999999998075e+00,2.117529999999998580e-01,1.920249999999992241e-01,3.281900000000170792e-02
1.183242000000003458e+00,-3.256000000000014438e-02,-6.351300000000037471e-02,-6.901500000000027057e-02
2.494860000000002742e+00,1.284283999999999537e+00,6.845019999999983895e-01,3.808030000000002246e-01
9.563039999999993768e-01,2.082600000000027762e-01,1.181029999999978486e-01,3.213299999999819079e-02
1.274683999999997042e+00,5.948109999999999786e-01,2.051489999999986935e-01,1.153810000000028424e-01
1.097876000000002961e+00,4.083749999999994884e-01,1.425160000000005311e-01,3.192399999999828708e-02
2.143668999999999158e+00,8.788830000000000808e-01,3.595240000000021752e-01,1.903299999999994441e-01
1.034337999999998203e+00,4.156040000000018608e-01,2.052279999999981897e-01,-2.447000000000087994e-03
8.843859999999956756e-01,3.174230000000015650e-01,1.014650000000010266e-01,1.325529999999979225e-01
2.504512000000001848e+00,1.241911000000001764e+00,5.058709999999990714e-01,2.740439999999999543e-01
1.959738999999999010e+00,8.563940000000016539e-01,3.508679999999984034e-01,1.896729999999990923e-01
9.349899999999990996e-01,2.724149999999987415e-01,8.606400000000391515e-02,1.814200000000099067e-02
2.246173999999999893e+00,1.045455999999997942e+00,4.449420000000010589e-01,2.558159999999993772e-01
1.094438999999997719e+00,3.560160000000003322e-01,1.061460000000025161e-01,1.038879999999977599e-01
9.710269999999994184e-01,2.684099999999993713e-01,9.056100000000100181e-02,4.280099999999720239e-02
1.473416000000000281e+00,4.987470000000016057e-01,1.796529999999982863e-01,1.112120000000018649e-01
1.744539999999972224e-01,1.231210000000011462e-01,1.588729999999998199e-01,1.686839999999989459e-01
2.636638999999998845e+00,1.166947999999997876e+00,4.556340000000016488e-01,2.633440000000000225e-01
2.497064000000001727e+00,1.282867999999997011e+00,6.856510000000017868e-01,4.040889999999990323e-01
2.290866999999998654e+00,9.713710000000013167e-01,3.455449999999995470e-01,1.646299999999989438e-01
1.017305000000000348e+00,4.209880000000012501e-01,1.965279999999971494e-01,1.003780000000027428e-01
8.867279999999979623e-01,2.533340000000023906e-01,1.144339999999992585e-01,1.161600000000007071e-02
1.742311000000004384e+00,7.080019999999969116e-01,2.853510000000021307e-01,1.708950000000015734e-01
1.429746999999998991e+00,5.819259999999992772e-01,2.148089999999989175e-01,1.083930000000030702e-01
9.267709999999986792e-01,2.741640000000007404e-01,1.406720000000003523e-01,2.608499999999835950e-02
1.125592999999998511e+00,4.764389999999991687e-01,1.687639999999994700e-01,6.341700000000116688e-02
1.645904999999999063e+00,6.397210000000015384e-01,2.165090000000020609e-01,1.214979999999954430e-01
7.763279999999994629e-01,1.866300000000009618e-01,2.409000000000105501e-03,1.811450000000007776e-01
9.660720000000004859e-01,3.099729999999993879e-01,8.783100000000132468e-02,5.777600000000049363e-02
1.230684000000000111e+00,4.319199999999980832e-01,1.651430000000022602e-01,8.479600000000075966e-02
9.871259999999999479e-01,2.478650000000008902e-01,5.342900000000128102e-02,3.686899999999937450e-02
2.558926999999997065e+00,1.309416000000002356e+00,7.571979999999989275e-01,4.563609999999993505e-01
1.175098000000001974e+00,3.878979999999963013e-01,1.455610000000007176e-01,1.497929999999989548e-01
1.693578999999999724e+00,5.966840000000015465e-01,2.338350000000009032e-01,1.199829999999977304e-01
1.264018999999997561e+00,5.824050000000013938e-01,1.950299999999991485e-01,1.446100000000001273e-01
1.174832999999999572e+00,3.892570000000006303e-01,1.349240000000015982e-01,1.032999999999617557e-02
9.326129999999999143e-01,3.355349999999965860e-01,1.208940000000033876e-01,1.566500000000203841e-02
9.862690000000000623e-01,3.306259999999987542e-01,1.192390000000003170e-01,1.442200000000326554e-02
1.121238000000001733e+00,4.140109999999985746e-01,1.757930000000023085e-01,-4.496000000003164132e-03
2.552497999999999934e+00,1.277017000000000735e+00,6.348870000000008673e-01,3.126919999999984157e-01
1.402350999999999459e+00,5.295890000000014197e-01,2.059730000000001837e-01,7.788000000000039336e-02
1.645830999999997601e+00,6.038390000000006808e-01,2.347639999999984184e-01,1.029690000000016425e-01
1.169734999999995750e+00,3.683740000000028658e-01,1.384790000000002408e-01,4.401599999999916690e-02
1.164191999999999894e+00,4.652630000000002042e-01,1.871870000000015466e-01,8.287699999999631473e-02
1.222049999999999415e+00,4.158749999999997726e-01,1.669599999999995532e-01,5.795700000000181262e-02
2.332909999999976947e-01,9.997999999999862553e-02,1.066210000000005209e-01,-1.061099999999726151e-02
1.103418999999998817e+00,3.581770000000012999e-01,1.435259999999978220e-01,2.715700000000254022e-02
1.260183999999998861e+00,4.319410000000019068e-01,1.525580000000008596e-01,6.761199999999867316e-02
1.374022000000000077e+00,5.690439999999981069e-01,2.225870000000043092e-01,1.262609999999959598e-01
9.572600000000015541e-01,3.305119999999988067e-01,1.219950000000018520e-01,4.169299999999864781e-02
1.830311000000001798e+00,7.086410000000000764e-01,2.667790000000014317e-01,1.291699999999966764e-01
2.354786000000004265e+00,1.004245999999998418e+00,3.355149999999991195e-01,9.794400000000003104e-02
2.050782999999999134e+00,8.747429999999987160e-01,3.518620000000005632e-01,1.857890000000033126e-01
8.054570000000005336e-01,2.933270000000014477e-01,1.068840000000008672e-01,4.925499999999871648e-02
1.106000999999999124e+00,3.892899999999990257e-01,1.171110000000012974e-01,6.245300000000142404e-02
9.767400000000030502e-01,2.401409999999977174e-01,1.320499999999995566e-01,5.240799999999978809e-02
1.110153000000000389e+00,3.328679999999977213e-01,2.007620000000045479e-01,9.127499999999955094e-02
2.104130999999998863e+00,8.822140000000011639e-01,3.306860000000000355e-01,1.964989999999993131e-01
4.633810000000018192e-01,5.226299999999994839e-02,-6.160500000000013188e-02,1.941349999999992804e-01
5.034050000000007685e-01,-8.990299999999962210e-02,-1.273400000000002308e-01,3.327480000000022642e-01
8.850419999999985521e-01,3.505810000000018078e-01,9.147199999999955367e-02,-4.666100000000028558e-02
1.681696000000002300e+00,6.178249999999998465e-01,2.443799999999995975e-01,8.477600000000151681e-02
1.714356000000002211e+00,6.376910000000002299e-01,2.683739999999978920e-01,1.514750000000013586e-01
1.414376999999998219e+00,5.016999999999995907e-01,1.834890000000015675e-01,6.483599999999967167e-02
1.230373000000000161e+00,8.799999999986596322e-04,-2.693199999999507099e-02,-2.297000000000437581e-02
1.352369999999996963e+00,4.329600000000013438e-01,1.667350000000027421e-01,6.415899999999652437e-02
1.640361999999999654e+00,5.665210000000016066e-01,2.122549999999989723e-01,8.131600000000105410e-02
1.109434000000000253e+00,3.484890000000007149e-01,1.334769999999991796e-01,3.551600000000121327e-02
2.476492000000000360e+00,1.225701000000000818e+00,5.277749999999983288e-01,2.840930000000021494e-01
1.011522000000002919e+00,3.810329999999986228e-01,1.776409999999977174e-01,9.797700000000375553e-02
1.223617000000000843e+00,4.047109999999989327e-01,1.487599999999993372e-01,1.223410000000022535e-01
1.274426999999999310e+00,-1.486979999999995528e-01,-1.800920000000019172e-01,-1.045859999999976253e-01
2.246449999999999392e+00,8.938720000000017762e-01,3.258740000000024395e-01,2.118929999999963343e-01
1.211979000000003026e+00,5.621629999999981919e-01,2.435620000000007224e-01,7.759499999999874831e-02
1.194302000000000419e+00,4.621430000000010807e-01,1.904899999999969396e-01,9.450400000000058753e-02
1.022068000000000865e+00,3.259280000000011057e-01,1.620390000000000441e-01,3.871699999999833608e-02
1.250136999999998721e+00,5.359990000000003363e-01,2.352050000000005525e-01,8.062399999999669831e-02
2.141166999999999376e+00,9.685939999999995109e-01,4.330940000000005341e-01,2.458900000000010522e-01
1.483357999999999066e+00,5.869700000000008799e-01,1.438810000000003697e-01,1.816019999999980428e-01
1.030945000000002665e+00,4.189739999999986253e-01,1.852869999999988693e-01,1.583180000000048437e-01
-5.874199999999873967e-02,2.802619999999969025e-01,6.658400000000241903e-02,6.519999999999726015e-02
2.160872000000001236e+00,8.089100000000009061e-01,3.127819999999985612e-01,1.873079999999980316e-01
6.839329999999996801e-01,2.955250000000013699e-01,9.809800000000024056e-02,1.972549999999984038e-01
8.846360000000039747e-01,3.105659999999978993e-01,1.409799999999989950e-01,4.738400000000098089e-02
1.464729999999967447e-01,7.142999999999233296e-03,3.682020000000036930e-01,-1.344299999999876150e-02
2.522355999999998488e+00,1.046730000000000160e+00,3.635839999999976868e-01,2.162990000000029056e-01
8.626869999999975391e-01,3.212489999999981194e-01,1.206390000000041596e-01,2.507799999999704710e-02
1.787354000000000553e+00,7.235089999999999577e-01,2.527120000000024902e-01,1.492879999999985330e-01
1.436871999999997485e+00,5.581760000000031141e-01,1.893980000000006214e-01,9.358200000000138630e-02
9.488369999999974880e-01,4.355530000000022994e-01,1.155720000000002301e-01,9.510199999999713327e-02
2.671329999999997540e+00,1.278793000000003843e+00,6.218949999999985323e-01,3.422570000000000334e-01
2.284251000000001142e+00,1.361366000000000298e+00,9.086659999999966431e-01,4.468550000000028888e-01
1.121491000000002458e+00,4.052089999999992642e-01,1.113779999999984227e-01,4.718300000000041905e-02
2.648510000000037223e-01,1.012739999999965335e-01,5.510900000000162891e-02,2.630519999999982872e-01
8.527680000000010807e-01,2.403759999999977026e-01,9.562100000000128830e-02,7.214700000000107138e-02
1.526224000000002690e+00,5.621159999999960633e-01,1.878670000000042251e-01,1.217129999999997381e-01
1.027889999999999304e+00,3.068799999999995975e-01,9.539299999999961699e-02,3.601299999999874046e-02
8.986139999999984695e-01,2.158970000000017819e-01,1.002729999999978361e-01,7.639000000001061608e-03
1.929360000000031050e-01,4.847900000000038290e-02,-2.911200000000135901e-02,1.041319999999998913e-01
8.895989999999969200e-01,3.106880000000025177e-01,5.674999999999741362e-02,6.318800000000024397e-02
2.939040000000012753e-01,-4.015599999999963643e-02,1.848759999999991521e-01,1.186030000000002360e-01
6.759799999999991371e-01,3.179319999999989932e-01,7.819600000000193063e-02,5.524400000000184718e-02
2.430359999999964771e-01,8.441200000000037562e-02,2.545430000000017401e-01,-3.334999999999865850e-02
8.273339999999986816e-01,2.465010000000003032e-01,9.745700000000034890e-02,5.996299999999799013e-02
9.097939999999979932e-01,3.305460000000017828e-01,1.158119999999982497e-01,-8.491999999996835413e-03
9.316259999999978447e-01,3.321430000000020755e-01,1.158999999999998920e-01,-3.902000000000072077e-03
1.178528000000000020e+00,4.856069999999981235e-01,2.109700000000032105e-01,1.197929999999978179e-01
1.048023000000000593e+00,4.012150000000005434e-01,1.315549999999987563e-01,8.268999999998527528e-03
2.191099999999998715e+00,9.315220000000010714e-01,2.403410000000008040e-01,1.535169999999972390e-01
2.501089999999997815e+00,1.209339000000003495e+00,5.178789999999970917e-01,2.805029999999995027e-01
1.284029999999997784e+00,5.092130000000025802e-01,2.080750000000008981e-01,1.237559999999966465e-01
9.085450000000037107e-01,2.019519999999985771e-01,1.040460000000003049e-01,-5.440000000000111413e-03
1.723030000000001394e+00,6.899639999999997997e-01,2.508489999999987674e-01,1.272470000000005541e-01
9.584159999999997126e-01,3.533289999999986719e-01,1.087319999999998288e-01,5.950200000000194223e-02
1.473889999999968836e-01,1.616450000000035914e-01,1.049239999999969086e-01,-5.648599999999603938e-02
1.282916999999997643e+00,4.880500000000012051e-01,1.712309999999988008e-01,5.556600000000244677e-02
1.107092000000001519e+00,3.297079999999965594e-01,1.297250000000005343e-01,1.898700000000275168e-02
1.287203000000001651e+00,4.513509999999953948e-01,2.229020000000048185e-01,1.233679999999992560e-01
1.233788999999998026e+00,3.286669999999993763e-01,1.708090000000019870e-01,8.010999999999768306e-02
8.759109999999985519e-01,4.107729999999989445e-01,1.322510000000001185e-01,6.769400000000302953e-02
1.815241000000000327e+00,7.950939999999988572e-01,3.034509999999990271e-01,1.238880000000008863e-01
1.544705000000000439e+00,6.005719999999996617e-01,2.594840000000004920e-01,6.854399999999927218e-02
1.909697999999998785e+00,7.618680000000033203e-01,2.848549999999967497e-01,1.465829999999996858e-01
9.300309999999996080e-01,2.537859999999980687e-01,8.456300000000283035e-02,3.439699999999845659e-02
1.303407999999997458e+00,4.293810000000011229e-01,1.197170000000014056e-01,5.565499999999801162e-02
1.678655999999996595e+00,6.339719999999999800e-01,2.361450000000022698e-01,9.274300000000046396e-02
1.067034000000001370e+00,1.559959999999982472e-01,-8.397000000000431896e-03,-1.528299999999838121e-02
1.352371999999999019e+00,4.864870000000003358e-01,1.488779999999998438e-01,7.679799999999659121e-02
1.765425999999997941e+00,6.433740000000014447e-01,2.455839999999973600e-01,1.271349999999991098e-01
1.007213000000000136e+00,1.821120000000000516e-01,4.260999999999981469e-02,1.903899999999936199e-02
9.105620000000023140e-01,2.553599999999960346e-01,6.934200000000245723e-02,1.105669999999996378e-01
1.448152999999997803e+00,6.801550000000027296e-01,2.205859999999972842e-01,1.170350000000013324e-01
1.650973000000004021e+00,6.817909999999969273e-01,2.628479999999981942e-01,1.535680000000034795e-01
4.073869999999999436e-01,-1.601909999999975298e-01,-2.191710000000028913e-01,-2.212659999999999627e-01
1.113368999999998721e+00,3.677729999999996835e-01,1.010140000000028238e-01,5.910599999999988086e-02
1.252217999999999165e+00,4.181900000000009499e-01,1.550440000000001817e-01,5.886800000000214084e-02
1.052328000000002817e+00,1.410699999999991405e-01,-4.072399999999731790e-02,-2.258500000000296382e-02
2.625748000000001525e+00,1.283704000000000178e+00,5.719819999999984361e-01,3.200159999999989680e-01
2.182882999999996798e+00,8.479379999999991924e-01,3.074130000000003804e-01,2.144840000000023394e-01
1.077909000000001782e+00,3.084219999999966433e-01,5.363700000000193313e-02,6.414799999999942770e-02
1.093668000000000973e+00,3.627450000000003172e-01,1.777140000000017039e-01,9.806999999999632678e-02
9.651539999999982911e-01,2.763179999999998415e-01,8.394099999999937722e-02,6.021299999999740749e-02
9.621750000000020009e-01,4.398419999999987340e-01,1.540449999999999875e-01,1.584059999999993806e-01
7.680250000000015120e-01,4.832719999999994798e-01,1.390269999999986794e-01,9.315499999999943270e-02
9.320640000000004477e-01,3.081940000000003010e-01,9.489800000000059299e-02,2.629999999999910187e-02
1.607257999999998077e+00,6.261119999999991137e-01,2.285130000000030748e-01,1.477760000000003515e-01
1.031918999999998476e+00,3.286420000000020991e-01,1.305030000000009238e-01,5.860099999999945908e-02
3.243499999999990280e-01,2.900410000000022137e-01,7.616099999999903503e-02,4.401899999999869806e-02
9.999299999999990973e-01,1.500370000000010862e-01,6.026499999999757051e-02,1.351320000000022503e-01
9.578770000000034202e-01,2.504249999999998977e-01,1.245289999999990016e-01,3.688000000000002387e-02
1.130718000000001666e+00,3.984509999999978902e-01,1.522410000000000707e-01,5.644799999999960960e-02
8.809849999999990189e-01,2.990940000000001930e-01,1.363459999999996342e-01,2.732900000000171303e-02
9.436339999999994177e-01,3.910480000000013945e-01,1.428590000000014015e-01,2.538679999999970960e-01
-3.353099999999642478e-02,2.816049999999954423e-01,5.349100000000106547e-02,-1.124189999999991585e-01
1.057964999999999378e+00,1.349370000000007508e-01,-4.438000000000386081e-03,-2.524599999999921351e-02
2.097801000000004024e+00,7.814649999999971897e-01,3.262580000000028235e-01,9.843199999999718841e-02
1.683665999999998775e+00,6.285560000000032232e-01,2.366789999999951988e-01,1.663050000000012574e-01
9.274459999999997706e-01,2.973859999999994841e-01,6.750500000000059231e-02,7.373999999998659405e-03
9.329220000000013613e-01,3.724099999999985755e-01,1.313479999999991321e-01,4.557000000000144269e-02
1.856190999999999036e+00,7.354929999999981760e-01,2.962209999999991794e-01,1.412849999999998829e-01
1.102541000000002214e+00,4.478889999999999816e-01,1.341520000000002710e-01,8.496799999999993247e-02
1.376186999999998051e+00,6.345130000000018811e-01,2.325140000000018858e-01,1.640070000000015682e-01
1.256835999999996289e+00,4.560070000000031598e-01,3.100600000000000023e-01,1.309439999999995052e-01
1.261714999999998810e+00,4.462200000000002831e-01,1.545870000000029165e-01,1.643069999999973163e-01
2.470614000000001198e+00,1.175830999999998738e+00,4.893570000000018183e-01,2.664449999999973784e-01
1.407967000000002855e+00,5.761010000000013065e-01,2.517169999999957497e-01,1.674480000000038160e-01
9.908150000000013335e-01,3.238939999999956854e-01,1.489220000000024413e-01,1.109830000000009420e-01
9.029719999999983315e-01,3.317980000000027019e-01,1.163329999999973552e-01,3.106499999999812189e-02
1.446562000000003678e+00,5.946129999999971716e-01,2.288600000000009516e-01,1.332390000000014396e-01
1.806020000000003733e+00,6.579189999999996985e-01,2.201139999999970343e-01,1.122300000000020503e-01
8.458919999999992001e-01,2.114809999999991419e-01,1.132439999999981239e-01,5.622400000000382647e-02
2.517025000000000290e+00,1.241361999999998744e+00,4.428079999999994243e-01,3.551029999999997244e-01
9.266129999999996869e-01,3.540840000000002874e-01,1.663969999999999061e-01,-6.945400000000034879e-02
8.468189999999999884e-01,2.721429999999998017e-01,8.115200000000299951e-02,6.191600000000008208e-02
2.234497000000001066e+00,9.084660000000006619e-01,3.250679999999981362e-01,1.748990000000034684e-01
9.049230000000036966e-01,3.040859999999980801e-01,7.980599999999782312e-02,1.039010000000004652e-01
1.668410999999998978e+00,6.549380000000013524e-01,2.816999999999971749e-01,1.615860000000033381e-01
2.515294999999998282e+00,1.000336999999998255e+00,4.719910000000027139e-01,2.532770000000006405e-01
1.172450000000004877e-01,1.945190000000032171e-01,1.230869999999981701e-01,-6.227099999999907709e-02
4.918119999999994718e-01,-1.022069999999999368e-01,4.990799999999850911e-02,2.359439999999999316e-01
9.982970000000008781e-01,4.146040000000006387e-01,1.434820000000023299e-01,2.917699999999712190e-02
1.399198999999999415e+00,5.413320000000005905e-01,1.531239999999982615e-01,1.146729999999998029e-01
1.778993000000003377e+00,6.161979999999971369e-01,2.445850000000007185e-01,8.222200000000157161e-02
9.969879999999982090e-01,8.856899999999967577e-02,8.545000000001579110e-03,-7.533199999999951046e-02
2.495466000000000406e+00,1.133929999999999438e+00,4.263180000000019731e-01,2.613819999999993371e-01
8.248479999999993595e-01,1.937160000000019977e-01,1.401179999999975223e-01,1.616399999999984516e-01
1.817173000000000371e+00,6.786060000000002645e-01,2.804289999999998173e-01,7.880000000000109139e-02
2.584103000000002481e+00,1.313803000000000054e+00,1.239266999999996344e+00,6.426840000000009212e-01
2.527181999999999817e+00,1.261029999999998097e+00,4.807040000000011304e-01,2.880240000000000578e-01
1.185773999999998551e+00,4.645710000000029538e-01,1.510059999999988634e-01,6.279400000000023851e-02
1.497223000000001747e+00,5.734899999999996112e-01,2.262200000000014199e-01,1.383229999999979754e-01
1.391803999999996933e+00,5.230550000000029343e-01,1.873419999999992314e-01,7.912700000000150169e-02
1.514784999999996273e+00,5.196170000000002176e-01,1.988420000000026278e-01,9.981299999999748707e-02
2.153559999999998809e-01,1.311899999999965871e-02,1.883870000000023026e-01,-7.718800000000314299e-02
8.770699999999997942e-01,2.438049999999982731e-01,1.153220000000025891e-01,1.296599999999870079e-02
9.014259999999971740e-01,2.352010000000035461e-01,1.201679999999996085e-01,-1.088299999999975398e-02
9.666959999999988895e-01,4.107489999999991426e-01,1.636540000000010764e-01,1.318629999999991753e-01
1.146960999999997455e+00,4.589850000000019747e-01,8.183800000000118757e-02,1.487499999999997158e-01
9.382030000000014525e-01,2.855689999999988515e-01,5.724300000000326349e-02,-4.212400000000471323e-02
1.043545999999999196e+00,4.420820000000027505e-01,1.710869999999999891e-01,4.404999999999859028e-02
1.062584000000001083e+00,2.813319999999990273e-01,1.391939999999998179e-01,1.762199999999936040e-02
1.245279000000000025e+00,5.677090000000006853e-01,2.016129999999982658e-01,7.793600000000111550e-02
9.638170000000023663e-01,4.352020000000003108e-01,1.001869999999982497e-01,1.601300000000023260e-01
9.420640000000020109e-01,3.167809999999988690e-01,9.715599999999824377e-02,7.158000000000441787e-03
8.731310000000007676e-01,2.687929999999987274e-01,6.198300000000145360e-02,1.260949999999994020e-01
8.874029999999990537e-01,2.710210000000010666e-01,1.434040000000003090e-01,3.473299999999923671e-02
1.654538999999997984e+00,6.082190000000000651e-01,1.521469999999993661e-01,8.503100000000074488e-02
1.357994000000001478e+00,6.307790000000004227e-01,1.803969999999992524e-01,1.708530000000010318e-01
9.806430000000005975e-01,3.354349999999968190e-01,8.248600000000294585e-02,-1.837199999999938882e-02
1.588118999999998948e+00,6.959750000000006764e-01,2.538070000000018922e-01,1.755649999999988609e-01
8.995710000000016748e-01,3.906920000000013715e-01,1.420630000000002724e-01,8.304399999999745319e-02
8.300220000000031462e-01,2.519609999999978811e-01,7.478399999999751913e-02,4.765500000000244540e-02
4.877369999999991990e-01,1.370320000000013749e-01,-7.684000000000068553e-02,2.850229999999989161e-01
9.277990000000002624e-01,1.711240000000024963e-01,8.704899999999682336e-02,-3.232900000000071827e-02
1.427172000000002328e+00,5.677050000000001262e-01,2.586040000000018324e-01,8.553199999999705483e-02
9.647049999999985914e-01,3.469790000000010366e-01,9.962799999999916167e-02,9.164399999999872648e-02
9.908790000000013976e-01,3.044419999999998794e-01,1.136690000000015743e-01,4.198999999999841748e-02
1.051836999999999023e+00,3.524080000000004986e-01,1.357749999999988688e-01,4.285200000000344289e-02
1.118842999999998256e+00,3.620790000000013720e-01,1.075420000000004705e-01,2.984400000000064779e-02
1.333201000000002523e+00,5.502889999999958093e-01,1.780090000000029704e-01,6.250000000000000000e-02
9.862219999999979336e-01,3.298430000000038831e-01,6.597299999999961528e-02,5.076599999999942270e-02
1.395894999999999442e+00,5.804660000000012587e-01,2.373689999999992750e-01,4.679200000000172111e-02
2.017960999999999672e+00,8.156339999999993040e-01,2.915530000000003952e-01,1.469670000000018462e-01
2.282410000000002270e+00,9.734780000000000655e-01,2.766319999999993229e-01,2.206329999999994129e-01
1.095938000000000301e+00,3.994980000000012410e-01,1.091429999999959932e-01,9.363000000000454293e-03
1.384772999999999143e+00,5.291309999999995739e-01,2.255549999999999500e-01,5.637800000000225964e-02
1.075960000000002026e+00,5.591200000000000614e-01,2.458729999999995641e-01,3.889799999999965507e-02
8.571609999999978413e-01,4.744640000000046598e-01,1.406439999999982149e-01,6.395399999999895613e-02
8.489669999999982508e-01,3.131120000000038317e-01,1.403429999999978861e-01,-5.632100000000050954e-02
2.154434999999999434e+00,9.165380000000027394e-01,3.726039999999990471e-01,2.002990000000011150e-01
1.189638999999999669e+00,4.004550000000008936e-01,4.409599999999969100e-02,6.571399999999982811e-02
2.025141999999998887e+00,7.874499999999979849e-01,2.755589999999994433e-01,7.800100000000220746e-02
1.371510000000000673e+00,5.431209999999992988e-01,2.557410000000004402e-01,1.234699999999975262e-01
8.463500000000010459e-01,2.862090000000030443e-01,1.701409999999974332e-01,-3.081500000000048090e-02
8.096239999999994552e-01,2.846049999999991087e-01,1.305680000000002394e-01,1.694600000000008322e-01
2.234660999999999120e+00,8.963180000000008363e-01,3.361359999999997683e-01,2.319910000000007244e-01
1.902114999999998446e+00,7.999590000000011969e-01,3.055210000000023740e-01,9.946499999999858233e-02
1.037951000000003177e+00,4.404719999999997526e-01,1.728949999999969123e-01,1.238670000000006155e-01
2.074567999999999302e+00,9.336949999999966110e-01,3.477020000000017319e-01,2.105250000000005173e-01
1.311101999999998213e+00,5.038720000000012078e-01,2.105790000000027362e-01,1.342869999999969366e-01
2.684272000000003544e+00,1.397359999999999047e+00,1.275523999999998992e+00,5.524339999999998696e-01
1.170964999999998923e+00,3.646220000000006678e-01,2.413139999999991403e-01,-9.887999999996566203e-03
1.255254999999998233e+00,3.077010000000015566e-01,1.787650000000002848e-01,3.929000000001181547e-03
1.794301000000000812e+00,7.133210000000005380e-01,3.070109999999957040e-01,1.238170000000025084e-01
9.588029999999996278e-01,2.809600000000003206e-01,1.134069999999987033e-01,7.306900000000027262e-02
9.338180000000022574e-01,1.744310000000020011e-01,1.266639999999981114e-01,5.992799999999931515e-02
4.687140000000020734e-01,1.164719999999981326e-01,1.523919999999989727e-01,-1.096839999999978943e-01
1.703568000000004190e+00,7.707379999999979248e-01,2.343790000000005591e-01,1.946559999999983859e-01
1.042320000000000135e+00,2.186260000000039838e-01,1.413539999999962049e-01,1.164680000000011262e-01
1.042971000000001425e+00,2.646009999999989759e-01,1.022309999999997387e-01,1.931599999999988881e-02
1.163873999999996300e+00,1.464880000000015059e-01,1.582089999999993779e-01,-5.088800000000048840e-02
1.327512999999999721e+00,4.121740000000002624e-01,1.308709999999990714e-01,9.668300000000229488e-02
1.101792000000003213e+00,4.637069999999958725e-01,1.423180000000030532e-01,7.213099999999883494e-02
1.432799999999900820e-02,-8.998299999999659349e-02,2.277469999999972572e-01,-8.047699999999835541e-02
2.582083000000004347e+00,1.205733999999999639e+00,5.589859999999973184e-01,2.080210000000022319e-01
3.178619999999980905e-01,6.653400000000431191e-02,2.670770000000004529e-01,9.177899999999894476e-02
1.382120999999997935e+00,3.598400000000001597e-01,1.772119999999990370e-01,2.453700000000047510e-02
9.649620000000034281e-01,2.485249999999972204e-01,1.331120000000005632e-01,1.602399999999803981e-02
1.493005999999997613e+00,5.648529999999993834e-01,2.074570000000015568e-01,1.086430000000007112e-01
1.603953000000000628e+00,6.011059999999979198e-01,2.440290000000011617e-01,9.814400000000134128e-02
1.037776000000000920e+00,3.956699999999990780e-01,7.489599999999896340e-02,2.654100000000170212e-02
1.203005999999998465e+00,4.248019999999996799e-01,1.124130000000000962e-01,1.083399999999912211e-02
